ID,Titre,Profil,Date_Creation,Entreprise,Type_Contrat,Experience,Qualification,Salaire_Min,Salaire_Max,Salaire_Moyen,Ville,Code_Dept,Region,Secteur,Description
1055962,Technicien Data Center (H/F),Data Scientist,2026-04-02,,Intérim,1-2 ans,,,,,Paris,75,Île-de-France,Activités des agences de travail temporaire,"LTd est une agence de travail temporaire et un cabinet de recrutement spécialisé dans le domaine des Travaux Publics VRD, de la topographie, et des Télécoms riche de 20 ans d'expérience sur toute la France.

Le poste : 

Bonne rentrée 2025 à toutes et à tous ! Après la pause estivale, l'énergie revient et plein de nouvelles opportunités vous attendent pour démarrer cette nouvelle saison avec nous, dans une ambiance motivante et pleine de projets !

Nous recherchons pour l'un de nos clients, soci"
1055952,Technicien Data Center (H/F),Data Scientist,2026-04-02,,Intérim,1-2 ans,,,,,Bobigny,93,Île-de-France,Activités des agences de travail temporaire,"LTd est une agence de travail temporaire et un cabinet de recrutement spécialisé dans le domaine des Travaux Publics VRD, de la topographie, et des Télécoms riche de 20 ans d'expérience sur toute la France.

Le poste : 

Bonne rentrée 2025 à toutes et à tous ! Après la pause estivale, l'énergie revient et plein de nouvelles opportunités vous attendent pour démarrer cette nouvelle saison avec nous, dans une ambiance motivante et pleine de projets !

Nous recherchons pour l'un de nos clients, soci"
1055950,Technicien Data Center (H/F),Data Scientist,2026-04-02,,Intérim,1-2 ans,,,,,Pontoise,95,Île-de-France,Activités des agences de travail temporaire,"LTd est une agence de travail temporaire et un cabinet de recrutement spécialisé dans le domaine des Travaux Publics VRD, de la topographie, et des Télécoms riche de 20 ans d'expérience sur toute la France.

Le poste : 

Bonne rentrée 2025 à toutes et à tous ! Après la pause estivale, l'énergie revient et plein de nouvelles opportunités vous attendent pour démarrer cette nouvelle saison avec nous, dans une ambiance motivante et pleine de projets !

Nous recherchons pour l'un de nos clients, soci"
1055949,Technicien Data Center (H/F),Data Scientist,2026-04-02,,Intérim,1-2 ans,,,,,Nanterre,92,Île-de-France,Activités des agences de travail temporaire,"LTd est une agence de travail temporaire et un cabinet de recrutement spécialisé dans le domaine des Travaux Publics VRD, de la topographie, et des Télécoms riche de 20 ans d'expérience sur toute la France.

Le poste : 

Bonne rentrée 2025 à toutes et à tous ! Après la pause estivale, l'énergie revient et plein de nouvelles opportunités vous attendent pour démarrer cette nouvelle saison avec nous, dans une ambiance motivante et pleine de projets !

Nous recherchons pour l'un de nos clients, soci"
1055158,Consultant MOE MSBI socle Data ETL (H/F),Data Scientist,2026-04-02,,Freelance,3-5 ans,,,,,Nanterre,92,Île-de-France,Non précisé,"PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux. 

PROPULSE IT est un réseau de consultants à forte valeurs ajoutées, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients.

A ce jour, le réseau de freelance PROPULSE IT comporte plus de 60 000 consultants sur toute la France, et couvre l'ensemble des besoins IT et digitaux.

En constituant ce réseau par cooptation de clients ou de consultants, nous a"
206KKWY,Chargé de traitement des données et Référent UNESS (H/F),Data Scientist,2026-04-02,SORBONNE UNIVERSITE,CDD,Débutant,Employé qualifié,,,,Paris,75,Île-de-France,Enseignement supérieur,"La faculté de santé Sorbonne Université assure l'enseignement des études médicales : du PASS au 3e cycle incluant DES, DESC et la thèse d'exercice et près de 300 DU et DIU. Elle forme les sages-femmes mais aussi des formations paramédicales : l'orthophonie, la psychomotricité et l'orthoptie.
Elle prend une part majeure dans le processus d'universitarisation en accueillant des étudiants des IFSI, podologie et ergothérapie.
La direction des Formations en Santé de Sorbonne Université, a en charge l"
1044793,Expert Oracle (H/F),Data Scientist,2026-04-02,,CDI,Débutant,,,,,Non précisé,95,Île-de-France,Non précisé,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Atos recherche actuellement des profils Dans le cadre de nos projets SAP, nous recherchons un Expert SAP GRC et Autorisations (F/H) pour intégrer notre équipe dynamique. Vous serez au cœur des transformations strat"
206JNVC,DATA SCIENTIST (H/F),Data Scientist,2026-04-01,SEGMENT ELITE,CDI,6+ ans,Employé qualifié,45000.0,65000.0,55000.0,Paris,75,Île-de-France,Conseil en systèmes et logiciels informatiques,"Nouvelle Opportunité - DATA SCIENTIST SENIOR
Localisation: Issy-les-Moulineaux (92) et Ollioules (83)

Description du Projet:
Participer à la phase de scoping et au cadrage des besoins IA, concevoir, développer et valider des solutions algorithmiques de Computer Vision/DRI. Assurer le cycle de vie complet des modèles (MLOps) dans un environnement de sprint condensé.
Compétences Requises:
Computer Vision
Algorithmes DRI
TensorFlow
PyTorch
Python
Docker
GitLab CI
MLOps
Deep Learning
Machine Learni"
206JGXV,"Data Scientist, expert python , pyspark, Azur (H/F)",Data Scientist,2026-04-01,CEDIS BI DEAPDATA,CDI,6+ ans,Cadre,45000.0,50000.0,47500.0,Non précisé,75,Île-de-France,Conseil en systèmes et logiciels informatiques,"DEAPDATA recherche un data Scientist pour rejoindre son équipe data :

En tant que Data Scientist, vous serez responsable de l'analyse et de l'interprétation de données complexes pour aider l'entreprise à prendre des décisions éclairées. Vous travaillerez en étroite collaboration avec les équipes techniques et commerciales pour comprendre leurs besoins et fournir des solutions basées sur des données.

Fonctions et responsabilités
Vos missions principales seront les suivantes :
Analyser et interp"
1009160,Consultant - Lead Data Scientist (RWE & Causal Inference) H/F,Data Scientist,2026-04-01,,CDI,6+ ans,Cadre,60000.0,70000.0,65000.0,Paris,75,Île-de-France,Conseil pour les affaires et autres conseils de gestion,"Vous avez un profil solide en Data Science, une expertise confirmée dans l'intégration des preuves réelles (RWE) dans le développement clinique, et souhaitez intégrer une structure dynamique au coeur de l'innovation en Life Sciences ? Rejoignez-nous ! Vos missions Au sein des équipes d'IVIDATA Life Sciences et en collaboration avec nos clients issus des secteurs pharmaceutique et biotechnologique, vous interviendrez sur des projets à forte valeur ajoutée, en tant que Lead Data Scientist spéciali"
1007615,Data Scientist IA générative/agentique F/H (H/F),Data Scientist,2026-04-01,EDF,CDI,3-5 ans,Cadre,46000.0,58000.0,52000.0,Saint-Denis,93,Île-de-France,Production d'électricité,"Vous avez envie de rejoindre une Direction au coeur de l'actualité et des enjeux énergétiques d'aujourd'hui et de demain ? La Direction Optimisation Amont-Aval et Trading (DOAAT) est faite pour vous ! 
Nous sommes en effet responsables de l'équilibre entre l'offre et la demande d'électricité pour EDF, 365 j / 365 et 24h/24, au meilleur coût possible et en minimisant les risques. Notre activité, à la fois stratégique et opérationnelle, sécurise donc les résultats financiers du Groupe dans un cont"
0980593,Data Scientist / MLOps H/F,Data Scientist,2026-04-01,JEMS,CDI,Non précisé,Cadre,45000.0,55000.0,50000.0,Marseille,13,PACA,Non précisé,"RESPONSABILITÉS : 

Nous recherchons  un(e) Data Scientist capable de trouver des solutions innovantes et robustes à l'ensemble des problématiques Data.  Gourou de la donnée, vous vous amusez à faire parler les données et à les mettre au service des entreprises. Vous êtes donc à la croisée d'enjeux fonctionnels et stratégiques :
Vous aurez la charge de :
 • Étudier des données en possession de l'entreprise
 • Définir et récupérer des données pertinentes à extraire et à traiter en lien avec la pr"
1010412,"Data Steward F/H - Système, réseaux, données (H/F)",Data Scientist,2026-04-01,MICHAEL PAGE INTERNATIONAL FRANCE,CDI,Débutant,Cadre,,,,Lille,59,Hauts-de-France,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.","Descriptif du poste:


Au sein de la direction Data, vous garantissez la qualité et la gouvernance des données d'un périmètre stratégique. Vous accompagnez les métiers et les équipes internes pour rendre la data fiable, accessible et maîtrisée.
 Vos missions :

* Accompagner les Référents métiers et Data Owners dans la mise en qualité
* Assurer la gouvernance d'un périmètre applicatif et analyser les anomalies
* Gérer et enrichir le Data Catalog (documentation, formation, sensibilisation)
* Crée"
0975697,Data Manager H/F,Data Scientist,2026-04-01,,CDI,Non précisé,,,,,Toulouse,31,Occitanie,Mécanique industrielle,"
      ////// CONTEXTE


Dans le cadre de sa transformation digitale, DEDIENNE AEROSPACE renforce sa stratégie data et crée un poste de Data Manager, responsable de la mise en place et de l’exploitation du Data Lake d’entreprise. Vous construirez les fondations pour des capacités avancées d’analytics, de reporting et de business intelligence qui stimuleront l’excellence opérationnelle et l’avantage concurrentiel du Groupe Dedienne Aerospace.


 


////// DESCRIPTION


Au sein du siège social de "
206GRDB,Data scientist (H/F),Data Scientist,2026-03-31,IRLY,CDI,Débutant,Cadre,40000.0,55000.0,47500.0,Non précisé,00,Non précisé,Conseil pour les affaires et autres conseils de gestion,"IRLY réinvente le métier du conseil autour de la transformation digitale. Nos équipes interviennent sur de grands programmes de transformation, principalement pour de grandes banques et sur des enjeux complexes à la fois d'un point de vue métier et technologique.

Votre rôle
Au sein d'une équipe IRLY pluridisciplinaires, votre rôle est d'accompagner nos clients sur leurs projets de transformation digitale, sur la dimension Data :
- Identifier les problématiques Data du client et recueillir ses b"
0967005,Senior Data Scientist - Downstream Demand Forecast - Value Chain (f/m/d) (H/F),Data Scientist,2026-03-31,,CDI,Débutant,,,,,Villeneuve-D'Ascq,59,Hauts-de-France,Non précisé,"Decathlon Digital
Decathlon ambitionne de devenir la meilleure plateforme numérique sportive et écosystème ouvert au monde. Nous souhaitons permettre aux clients de vivre Decathlon à travers de nombreuses expériences locales centrées sur le sport en connectant de nombreux acteurs et services tiers, de manière sécurisée et performante. Decathlon Digital, c'est aujourd'hui plus de  profils techniques : software engineers, product managers, expert·e·s de la data, du Cloud et de la cybersécurité, en"
0967004,Senior Data Scientist - Downstream Demand Forecast - Value Chain (f/m/d) (H/F),Data Scientist,2026-03-31,,CDI,Débutant,,,,,Paris,75,Île-de-France,Non précisé,"Decathlon Digital
Decathlon ambitionne de devenir la meilleure plateforme numérique sportive et écosystème ouvert au monde. Nous souhaitons permettre aux clients de vivre Decathlon à travers de nombreuses expériences locales centrées sur le sport en connectant de nombreux acteurs et services tiers, de manière sécurisée et performante. Decathlon Digital, c'est aujourd'hui plus de  profils techniques : software engineers, product managers, expert·e·s de la data, du Cloud et de la cybersécurité, en"
0962836,Alternance Data Scientist/ IA Engineer - Paris (F/H) (H/F),Data Scientist,2026-03-31,,CDD,Débutant,,,,,Paris,75,Île-de-France,Non précisé,"Au sein de la direction financière et plus particulièrement au sein du pôle Direction du Risque Financier Client, vous serez au cœur de la stratégie d'innovation de l'équipe ""Pilotage par la donnée"", vous contribuerez directement à la conception et au développement de nos solutions d'Intelligence Artificielle. Vous transformerez des problématiques complexes en modèles prédictifs à forte valeur ajoutée. Pour cela, vous serez amené(eDévelopper des modèles de Machine Learning : Participer à l'ensem"
0945717,Data scientist (H/F),Data Scientist,2026-03-31,,CDI,3-5 ans,,,,,Non précisé,44,Pays de la Loire,Non précisé,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Atos recherche actuellement des profils Rejoignez une aventure qui a du sens !
Ce que vous allez faire si vous nous rejoignez Sous la responsabilité du Responsable Data / IA, vous interviendrez sur les missions sui"
0923739,Data Scientist IA générative/agentique (H/F),Data Scientist,2026-03-31,,CDI,Débutant,,,,,Carcassonne,11,Occitanie,Non précisé,"Vous avez envie de rejoindre une Direction au cœur de l’actualité et des enjeux énergétiques d'aujourd'hui et de demain ? La Direction Optimisation Amont-Aval et Trading (DOAAT) est faite pour vous ! Nous sommes en effet responsables de l'équilibre entre l’offre et la demande d'électricité pour EDF, 365 j / 365 et 24h/24, au meilleur coût possible et en minimisant les risques. Notre activité, à la fois stratégique et opérationnelle, sécurise donc les résultats financiers du Groupe dans un contex"
0921337,Datascientist GEODE (H/F),Data Scientist,2026-03-31,UNIVERSITE PARIS 8,CDD,Débutant,Cadre,,,,Aubervilliers,93,Île-de-France,Non précisé,"RESPONSABILITÉS : 

Il rassemble des chercheurs en géopolitique, géographie, droit, mathématiques, informatique, histoire, sociologie et philosophie de l'Université Paris 8, de l'INRIA, de l'Académie militaire de Saint-Cyr-Coëtquidan, de l'Université de Savoie, de l'ENS, de l'Université de Paris Cité, de l'Université de Bretagne Occidentale, de l'Université de Bourgogne,de l'Université Bordeaux Montaigne,de l'INALCO et de l'IRSEM.
CRYSTAL est une plateforme numérique développée au sein du centre"
0939079,"Consultant Senior ou Manager Data Management - secteur Financier, H/F",Data Scientist,2026-03-31,EY,CDI,3-5 ans,,,,,Paris,75,Île-de-France,Non précisé,"Selon votre parcours, vos expériences et votre expertise, vous serez amené(e) à apporter vos compétences à des équipes engagées sur des missions de conseil de différentes natures :
?    Accompagner les clients dans la conception et la mise en œuvre de leurs initiatives de Data Management, en établissant des normes et des processus alignés sur les meilleures pratiques
?    Piloter des programmes de transformation et d'innovation data, en respectant les délais et les budgets
?    Analyser les régl"
0939077,Consultant Senior & Manager en Data consulting - secteur financier (H/F),Data Scientist,2026-03-31,EY,CDI,3-5 ans,,,,,Paris,75,Île-de-France,Non précisé,"L'opportunité
 
En travaillant dans une équipe en croissance sur les différents métiers Data & Analytics et Innovation, vous participez au développement des missions à forte valeur ajoutée auprès de nos clients (gestion de la donnée, processus de transformation, définition de moyen, machine learning, NLP, architecture, robotics, analyse quantitative, datamining, Big data, Data Science, algorithmique, blockchain, intelligence artificielle, digital,.).
 
Votre champ d'intervention s'étendra vérita"
0939076,"Consultant Senior ou Manager Data Engineering - secteur Financier, H/F",Data Scientist,2026-03-31,EY,CDI,3-5 ans,,,,,Paris,75,Île-de-France,Non précisé,"Selon votre parcours, vos expériences et votre expertise, vous serez amené(e) à apporter vos compétences à des équipes engagées sur des missions de conseil de différentes natures :
 
Étude, développement et implémentation de solutions afférentes à une plateforme data et ses composantes (outil de visualisation, de consommation de la donnée, d'ingestion, etc.), en travaillant de pair avec des interlocuteurs fonctionnels et techniques
Travaux techniques de chargement et de transformation de la donn"
0921085,Expert Modèles et Processus d’Octroi de crédit H/F,Data Scientist,2026-03-31,CGL,CDI,Débutant,Cadre,,,,Marcq-En-Barœul,59,Hauts-de-France,Non précisé,"RESPONSABILITÉS : 

Dans le cadre d'une création de poste, nous recherchons un(e) expert(e) dans la modélisation et les processus d'Octroi de Crédit. Ce poste sera rattaché à l'équipe Solutions Data et Digital.
Ainsi, vos principales missions porteront sur les éléments suivants:
 •  Modélisation des scores de crédit : supervision des modèles existants et développement de nouveaux modèles.
 •  Suivi de la politique d'octroi : garantir la cohérence et l'efficacité des règles d'octroi.
 •  Paramétr"
0898799,"Data Scientist F/H - Système, réseaux, données (H/F)",Data Scientist,2026-03-30,FED SAS,CDI,3-5 ans,Cadre,,,,Apprieu,38,Auvergne-Rhône-Alpes,Conseil pour les affaires et autres conseils de gestion,"Descriptif du poste:

Fed IT, cabinet de recrutement dédié aux fonctions informatiques, recrute pour son client, cabinet de maîtrise d'œuvre et économie de la construction, un(e) Data Scientist H/F, pour accompagner sa croissance.
Au sein d'une société de 60 personnes, vous arrivez en création de poste et rejoignez la ""transformation digitale"" (data et infrastructure). Rattaché(e) au directeur de l'équipe, vous : 
 
-Intervenez sur l'ensemble de la data du cabinet (maquettes 3D, mémoires techniq"
0879649,"Consultant Senior ou Manager Data Analyst & BI - secteur Financier, H/F",Data Scientist,2026-03-28,EY,CDI,3-5 ans,,,,,Paris,75,Île-de-France,Non précisé,"Selon votre parcours, vos expériences et votre expertise, vous serez amené(e) à apporter vos compétences à des équipes engagées sur des missions de conseil de différentes natures :
?    Accompagnement des clients dans leur programme d'optimisation des processus avec la Data 
?    Conception, développement et implémentation d'outils BI (solutions de reporting, d'aide à la décision, de datavisualisation) dans les domaines du customer, du digital, de la conformité., en s'appuyant sur des technologi"
206BXBM,R&D Data Scientist (H/F),Data Scientist,2026-03-27,WIZBII,CDI,1-2 ans,Employé qualifié,45000.0,50000.0,47500.0,Nantes,44,Pays de la Loire,Programmation informatique,"La société WIZBII recherche pour IRT JULES VERNE un Ingénieur R&D Data Scientist expérimenté H/F en CDI à temps plein. 
 
Vos missions seront :

-Participer au montage et à la réalisation des projets de recherche élaborés avec nos partenaires industriels

-Proposer des prestations de recherche en apportant des solutions techniques aux Clients de l'IRT JV

-Développer et programmer des algorithmes d'analyse de données basés sur l'Intelligence Artificielle en tenant compte des besoins et connaissa"
0834011,Data Scientist Epargne Retraite en alternance H/F,Data Scientist,2026-03-27,,CDD,Débutant,Employé qualifié,22000.0,30000.0,26000.0,Nanterre,92,Île-de-France,Assurance vie,"Votre mission si vous l'acceptez.
Au sein de la direction Individuelles de GGVIE et plus particulièrement au sein de l'équipe Offre Financière, Outils et Pilotage de l'Activité du service Offres et Marketing Epargne Retraite, vos activités seront notamment :
- Appui au référent Data Science sur l'activité de pilotage commercial et de connaissance client dans le domaine de l'épargne / retraite individuelle. 
- Participer aux missions de segmentation et de pilotage de l'activité en contribuant à l"
0831413,Data Scientist - (H/F),Data Scientist,2026-03-27,,CDI,3-5 ans,,,,,Rouen,76,Normandie,Non précisé,"Créée en 2011, DAVRICOURT est une société de conseil à taille humaine, spécialisée dans le recrutement et la prestation d'ingénieurs et de techniciens dans les secteurs automobile, ferroviaire, naval, aéronautique, défense, énergie, grande distribution, sciences de la vie, et du numérique.
 
Répartis sur 6 agences en France, notre ambition est de proposer des solutions techniques de haute qualité, tout en plaçant l'humain et l'engagement au cœur de nos priorités. En intégrant notre équipe, vous "
0831332,Data Scientist (H/F),Data Scientist,2026-03-27,,CDI,3-5 ans,,,,,Sainte-Adresse,76,Normandie,Non précisé,"Rejoindre Meent, c'est?
Intégrer une société d'ingénierie experte en Life Science, créée en 2023, qui valorise le talent et l'énergie de ses collaborateurs pour porter des projets innovants et ambitieux.

Chez Meent Life Science, nous construisons avec nos collaborateurs une aventure fondée sur :
-L'entraide et l'esprit d'équipe
-La bienveillance et la stabilité
-L'épanouissement et la progression professionnelle

Nous croyons qu'un collaborateur épanoui est un collaborateur performant. C'est po"
0826110,Alternance Data Scientist F/H (H/F),Data Scientist,2026-03-27,929840-PARIS DIRECTION DES SI COLISSIMO,CDD,1-2 ans,,,,,Issy-Les-Moulineaux,92,Île-de-France,Autres activités de poste et de courrier,"Vous intégrez le pôle DATA de la DSI de Colissimo.
Sous la responsabilité du pôle Data Analysis et Science, vos missions seront les 
suivantes :
Comprendre les problématiques des directions métiers et proposer une 
résolution fondée sur des approches analytiques.
Organiser les données massives, structurées ou non structurées, 
internes et externes, et construire les jeux de données nécessaires à la 
modélisation.
Construire des modèles analytiques innovants qui permettent de 
répondre à la probl"
0820637,Data Scientist FREELANCE H/F,Data Scientist,2026-03-27,,Intérim,Débutant,,,,,Marseille,13,PACA,Activités des agences de placement de main-d'œuvre,"Type de mission : FreelanceDurée : 6 moisDémarrage : ASAPLocalisation : OllioulesRythme : Temps pleinDans le cadre d'une entité dédiée à l'innovation en Intelligence Artificielle, la mission consiste à concevoir et industrialiser de nouveaux cas d'usage à forte valeur ajoutée, en lien étroit avec les équipes métiers et techniques.Vos missions1. Identification et analyse des besoinsParticiper à des ateliers d'idéation avec les parties prenantesComprendre les enjeux métiers liés à l'exploitation d"
0810447,Data Scientist (H/F),Data Scientist,2026-03-27,ALTECA,CDI,3-5 ans,Cadre,38000.0,50000.0,44000.0,Villeurbanne,69,Auvergne-Rhône-Alpes,Non précisé,"RESPONSABILITÉS : 

> En tant que Data Analyst, tu seras rattaché(e) au pôle R&D de notre agence Lyonnaise. Ton Manager sera le Responsable du Pôle ou l'un de nos Référent Technique. Interlocuteur privilégié, il assurera ton intégration durant tes trois premiers mois dans l'entreprise, ta montée en compétences, tes points de suivi tout au long de tes missions et tes Entretiens Annuels.
>  Rejoindre ALTECA c'est rejoindre une entreprise engagée sur la RSE (labellisée  Ecovadis Platinum 2025 et We"
0825586,Alternance Data Analyst F/H (H/F),Data Scientist,2026-03-27,758720-PARIS DG RESEAU LA POSTE,CDD,1-2 ans,,,,,Paris,75,Île-de-France,Autres activités de poste et de courrier,"CONTEXTE :
Le candidat appartiendra au pôle Aide à la Décision, pilotage et Géomarketing. Il intégrera une équipe data avec des spécialités diverses : data analyst, data scientist, géomarketeur et contribuera aux projets portés par la Direction Présence et Exploitation au sein de la BGPN. 
MISSIONS :
- Vous contribuerez aux études de performance et de transformation du réseau, en réalisant des analyses statistiques et des tableaux de bord
Les compétences : 
- Dataiku
- Python ou R
- PowerBI ou Q"
0820990,Ingénieur Data Science - Alternance H/F,Data Scientist,2026-03-27,,CDD,Débutant,,,,,Marseillette,11,Occitanie,Non précisé,"Votre future équipe&#xa0;:Vous rejoignez l'équipe&#xa0;Digitale aux cotés de Vincent, une équipe innovante, dynamique et fourmillante d'idées. Votre activité permettra de renforcer la robustesse de la production&#xa0;: plus rapide et plus fiable.Vos missions&#xa0;:Dans un environnement d'ingénierie nucléaire, vous participez à un projet visant à assister voire automatiser des activités menées par des ingénieurs de la sûreté (CIA).Dans ce cadre, Assystem a lancé un projet de R&amp;D visant à déve"
206CYZF,Chargé-e d'études en accidentologie (H/F),Data Scientist,2026-03-27,CEREMA,CDD,Débutant,Employé qualifié,,,,St Medard En Jalles,33,Nouvelle-Aquitaine,Administration publique (tutelle) des activités économiques,"Le département Mobilités, 38 agents, exerce dans tous les secteurs du domaine Mobilité : espace publics et voirie urbaine, sécurité des déplacements, politiques et services, connaissance, modélisation et évaluation, systèmes de transports intelligents, mobilités connectées.

Le présent poste se situe au sein du groupe Sécurité des Déplacements et des Infrastructures. Il aborde la Sécurité des Déplacements avec une expertise data et d'animation. Il comprend l'administration de la base nationale d"
205ZYXG,Data Scientist - Neurosciences (H/F),Data Scientist,2026-03-26,,CDI,Débutant,Cadre,30000.0,36000.0,33000.0,Longjumeau,91,Île-de-France,"Ingénierie,études techniques","Missions principales
Accès et exploitation de bases de données de santé (SNDS)
Développement de modèles de NLP (traitement du langage naturel) sur données médicales
Extraction et structuration de données cliniques
Collaboration avec équipes médicales, juridiques et IT
Production d'analyses pour projets de recherche"
0790278,Data scientist (H/F),Data Scientist,2026-03-26,,CDD,Débutant,,,,,Paris,75,Île-de-France,Non précisé,"Description du poste :
Au sein d'une équipe data, vous participerez à La collecte, le traitement et l'analyse de données***Le développement de modèles d'intelligence artificielle***L'entraînement et l'optimisation d'algorithmes***L'intégration de solutions IA dans des applications existantes***La création de tableaux de bord et outils d'aide à la décision***La veille technologique sur les innovations en IA
Description du profil Vous souhaitez intégrer un Bachelor Intelligence Artificielle***Vous"
0784717,Data Scientist spécialisé dans les enquêtes/sondages - H/F,Data Scientist,2026-03-26,Banque de France,CDI,Débutant,,,,,Paris,75,Île-de-France,Non précisé,"Vous serez rattaché au pôle « méthodologie et analyses sondages » du service, qui rassemble trois experts en statistique.Vous contribuerez à :- Traiter et exploiter les données issues des trois enquêtes menées auprès d'échantillons d'entreprises, selon le calendrier de la Balance des paiements et des Comptes Nationaux ;- Créer des outils de contrôle et de reporting des données en veillant à leur automatisation ; organiser la chaîne de traitement des données, depuis la collecte jusqu'à l'analyse "
0780793,Data Scientist (F/H) en alternance (H/F),Data Scientist,2026-03-26,,CDD,1-2 ans,,,,,Massy,91,Île-de-France,Commerce d'alimentation générale,"Le saviez-vous ? 

 

Créateur de l'hypermarché, Carrefour reste fidèle à ses racines tout en se réinventant pour permettre à chacun de mieux manger : plus sain, plus local, plus responsable. Leader mondial de la distribution, nous sommes engagés pour la diversité, la RSE et la transformation digitale, tout en créant un environnement de travail inclusif et stimulant.

 

Nos atouts pour y parvenir ? 

Un réseau multi format, multi métiers avec des collaborateurs passionnés, qui s'engagent, pour "
0787656,"Consultant Expérimenté & Manager en Data Engineering - Secteur Financier, H/F",Data Scientist,2026-03-26,EY,CDI,3-5 ans,,,,,Paris,75,Île-de-France,Non précisé,"Selon votre parcours, vos expériences et votre expertise, vous serez amené(e) à apporter vos compétences à des équipes engagées sur des missions de conseil de différentes natures :
·       Conception et mise en œuvre de solutions de valorisation de la donnée depuis l'idéation jusqu'à l'industrialisation en passant par les études de faisabilité, la préparation des données et la modélisation
·        Conception, développement et implémentation d'outils ou de solutions de reporting, d'aide à la déc"
0787379,"Consultant Expérimenté & Manager en « Data Analyst & BI » - Secteur Financier, H/F",Data Scientist,2026-03-26,EY,CDI,3-5 ans,,,,,Paris,75,Île-de-France,Non précisé,"L'opportunité
En travaillant dans une équipe en croissance sur les différents métiers Data & Analytics et Innovation, vous participez au développement des missions à forte valeur ajoutée auprès de nos clients (gestion de la donnée, processus de transformation, définition de moyen, architecture, robotics, analyse quantitative, datamining, big data, algorithmique, blockchain, intelligence artificielle, digital, .).
Votre champ d'intervention s'étendra véritablement au niveau mondial et vous pourre"
205ZJQR,Data scientist (H/F),Data Scientist,2026-03-25,LITTLEBIGCODE,CDI,1-2 ans,Cadre,,,,Paris,75,Île-de-France,Programmation informatique," Rejoins LittleBigCode en tant que Data Scientist !
Chez LittleBigCode, notre mission est simple : transformer les données en valeur pour nos clients.
Nous accompagnons des entreprises ambitieuses dans leurs projets data & IA, en concevant et déployant des solutions innovantes qui font la différence.
Ton rôle chez nous
En tant que Data Scientist, tu seras amené(e) à :
Accompagner nos clients dans la mise en œuvre de solutions autour de la gestion et de la transformation de leurs données.
Concevo"
0697279,ALTERNANCE - Data Scientist H/F,Data Scientist,2026-03-25,,CDD,Débutant,Agent de maîtrise,,,,Boulogne-Billancourt,92,Île-de-France,Non précisé,"
              Au sein de l’équipe Machine Learning & IA, rattaché(e) au Chief Data et Ad Tech Officer, vous aurez pour missions de travailler sur des sujets data sciences variées. De la collecte des données à la modélisation en passant par les différentes étapes d’un projet data science. Vous apporterez vos connaissances dans l’exploitation de données provenant de sources variées et hétérogènes (historiques utilisateurs, bases CRM, metadata, …). Également, vous aurez pour mission de concevoir e"
0696883,Annonce générique - APPRENTISSAGE – Data Scientist (F/H),Data Scientist,2026-03-25,,CDD,Non précisé,Technicien,,,,Versailles,78,Île-de-France,Non précisé,"
            Au sein de Dassault Systèmes, nos équipes R&D proposent des sujets d’apprentissage au sein de leurs équipes. Chaque équipe peut être dédiée à un produit (CATIA, SIMULIA, ENOVIA, etc.) ou un laboratoire de Recherche.

 

Vos missions

 

Durant votre apprentissage, voici le type de sujets sur lesquels vous travaillerez :

 


	Ingénieur Machine Learning - Optimisation d’un parc de serveurs (F/H)
	Data Scientist - Méthodes probabilistes non supervisées pour l’extraction de bases de co"
0723052,Ingénieur.e en Sciences des données H/F,Data Scientist,2026-03-25,IFPEN,CDI,1-2 ans,Cadre,,,,Rueil-Malmaison,92,Île-de-France,Recherche-développement en autres sciences physiques et naturelles,"Depuis plusieurs années, IFPEN s'engage activement dans le domaine de la science des données, en développant des solutions innovantes pour des applications variées : observation et analyse des mobilités, pilotage dynamique de systèmes énergétiques, optimisation de procédés technologiques, conception de matériaux avancés pour les batteries et catalyseurs.
Dans cette dynamique, le département Contrôle, Signal et Système souhaite renforcer durablement son expertise en intelligence artificielle scie"
0677012,Alternance - data scientist F/H (H/F),Data Scientist,2026-03-24,,CDD,Débutant,,,,,Garde,04,PACA,Non précisé,"En tant qu'alternant Data Scientist, vous rejoindrez l'équipe PHARE (Appui et Expertise - Demandes Clients) au sein du Domaine Client et Raccordement et collaborerez avec des experts en data et les équipes métier.
 Vos principales missions seront :Analyse de données : Collecter, nettoyer et analyser des données pour en tirer des informations utiles.
Modélisation : Créer des modèles prédictifs avec des techniques de machine learning ou d'intelligence artificielle.
Visualisation : Concevoir des ta"
