ID,Titre,Profil,Date_Creation,Entreprise,Type_Contrat,Experience,Qualification,Salaire_Min,Salaire_Max,Salaire_Moyen,Ville,Code_Dept,Region,Secteur,Description
0257633,DEVELOPPEUR BI (H/F),Business Intelligence,2026-03-14,,CDI,Débutant,,,,,Châteaurenard,13,PACA,Non précisé,"Venez rejoindre le leader Français de la boulangerie.

Le Groupe Blachère recrute pour son siège social !

Avec plus de 850 boulangeries et 12 000 collaborateurs nous proposons de nombreuses opportunités de carrière.

Dans le cadre de notre développement, nous recrutons un(e) Développeur BI (H/F).

Rattaché(e) au Responsable Développement, le développeur BI est chargé(e) d’implanter et optimiser les systèmes de BI.  

- Participer à la conception et au développement des solutions BI
- Implanter "
0237806,BUSINESS ANALYST SAP FINANCE - F/H - Marketing (H/F),Business Intelligence,2026-03-13,LABORATOIRES THEA,CDI,6+ ans,Cadre,,,,Clermont-Ferrand,63,Auvergne-Rhône-Alpes,Fabrication de produits pharmaceutiques de base,"Descriptif du poste:


En rejoignant l'équipe de Rémy, Responsable applicatif, vous participez à la transformation digitale de l'entreprise et du système d'information groupe Théa. Vous participez au pilotage et à l'exploitation des solutions digitales sur le périmètre Finance. Vous intervenez particulièrement sur l'intégration des solutions SAP dans le SI.

Dans ce cadre, vos missions seront les suivantes :
* Vous participez à la mise en place des projets de solutions sur le périmètre Finance
*"
0217643,BUSINESS DEVELOPER MARKETPLACE - H/F,Business Intelligence,2026-03-13,,CDI,Débutant,,,,,Ivry-Sur-Seine,94,Île-de-France,Non précisé,"Au coeur de notre activité e-commerce, votre mission principale sera de décupler le portefeuille de vendeurs et d'assurer une croissance exponentielle du chiffre d'affaires, en vous concentrant sur des catégories clés (Multimédia, Informatique, Gros Électroménager, etc.).
Vos Responsabilités Clés (Ce Qui Fera de Vous un(e) Champion(ne))
1. Recrutement Stratégique & Partenariat Durables :
Chasse et Conversion : Identifiez, prospectez et onboardez activement de nouveaux vendeurs à fort potentiel, "
205KKZH,Chargé(e) de Projet Innovation Digitale (H/F),Business Intelligence,2026-03-13,DEVE' CONSULT DIGITAL,CDI,1-2 ans,Cadre,,,,Ste Marie,974,DOM-TOM,Conseil pour les affaires et autres conseils de gestion,"Dans un environnement engagé au service de la solidarité internationale, Deve Consult France développe une activité de conseil et de formation tournée vers l'optimisation des processus métiers des ONG. Au sein de notre filiale Deve Consult Digital, nous concevons des outils numériques adaptés, que ce soit pour un usage interne ou pour nos partenaires. Nous développons également des formations digitales sur mesure pour renforcer les capacités des acteurs de terrain, via des plateformes e-learning"
0195914,Analyste Business Intelligence (H/F),Business Intelligence,2026-03-12,,CDI,3-5 ans,,,,,Bruz,35,Bretagne,Non précisé,"Description du poste :
Intégré(e) à la section Fabrique du bureau Accompagnement et Transformation Logicielle, qui regroupe les experts dans la réalisation de projets sur certains services numériques exploités fonctionnellement par le SAND, le/la titulaire du poste sera chargé(e) du développement de cas d'usage de type business intelligence et la réalisation de dashboards QlikSense. Il/Elle évoluera au sein d'une équipe en privilégiant les échanges. En soutien au responsable d'exploitation fonct"
0200827,ALTERNANCE BUSINESS ANALYSTE - H/F,Business Intelligence,2026-03-12,MAYOLY,CDD,Débutant,,,,,Rueil-Malmaison,92,Île-de-France,Fabrication de préparations pharmaceutiques,"Description :


A ce poste vos missions sont :

	* Fournir une vision à 360° sur la performance des produits Mayoly sur le marché, en étant un véritable support pour les ventes globales et les pays : Sell In, Sell Out, autres analyses
	* Suivre les performances pour identifier les opportunités et fournir des données afin d'établir des prévisions de ventes
	* Gérer, surveiller et analyser les bases de données afin de fournir régulièrement des tableaux de bord et de pilotage pour les domaines thér"
0190382,Développeur BI (H/F),Business Intelligence,2026-03-12,,CDI,3-5 ans,,,,,Strasbourg,67,Grand Est,Non précisé,"Description du poste :
Au sein d'une équipe de 7 personnes (6 Développeurs BI et 1 Team Leader), vous interviendrez sur l'ensemble des sujets liés au développement, à l'exploitation et à l'évolution de la donnée, un enjeu stratégique et central pour le groupe.
Vos principales missions :
Conception et déploiement de solutions BI / Data : recueil et analyse des besoins métiers, modélisation des données, conception de rapports et participation aux tests et mises en production (environnement Qlik et"
0196598,Consultant BI (H/F),Business Intelligence,2026-03-12,,CDI,Débutant,,,,,Lamentin,972,DOM-TOM,Non précisé,"Description du poste :
LHH, cabinet de conseil en recrutement, management de transition et évaluation d'expert e s, cadres et dirigeant e s, recherche pour son client un Consultant Power BI H/F .
Missions***Concevoir et maintenir des tableaux de bord et reportings interactifs sous Power BI
* Modéliser les données pour assurer leur cohérence et leur fiabilité
* Gérer, exploiter et analyser les données, afin de produire des indicateurs pertinents
* Comprendre les besoins métiers et traduire les en"
0141114,Business Analyst senior / contrôleur de gestion commercial F/H - Marketing (H/F),Business Intelligence,2026-03-11,MICHAEL PAGE INTERNATIONAL FRANCE,CDI,Débutant,Cadre,,,,Mulhouse,68,Grand Est,Autres commerces de détail spécialisés divers,"Descriptif du poste:


En tant que Business Analyst (F/H), vous aurez les responsabilités suivantes :
* Analyser les ventes, marges, prix, remises et mix produits.
* Suivre les écarts entre résultats, budget et prévisions.
* Déployer et faire évoluer les KPIs commerciaux selon les standards groupe et les besoins des Business Units.
* Produire des reportings pertinents à destination de la direction locale et du groupe.
* Préparer les supports de Business Review, réunions et cycles budgétaires.
* "
0120856,Hr business partner f/h,Business Intelligence,2026-03-11,,CDI,Non précisé,,,,,Caudebec-Lès-Elbeuf,76,Normandie,Non précisé,"<p>Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou"
0109077,Business Développeur  H/F,Business Intelligence,2026-03-11,,CDI,Débutant,,,,,Paris,75,Île-de-France,Non précisé,"Lynx RH, cabinet de recrutement spécialisé dans les fonctions supports et commerciales, recherche pour l'un de ses clients, acteur innovant et en forte croissance dans l'univers de la communication digitale et de l'affichage dynamique (DOOH), un Business Developer H/F en CDI cadre.Vous connaissez le secteur pharmaceutique et vous savez parler le langage des pharmaciens, des groupements et des décideurs santé ? Cette opportunité est taillée pour vous. ??Notre client équipe les pharmacies et résea"
0106409,Alternance BUSINESS DEVELOPER - Antony (F/H) (H/F),Business Intelligence,2026-03-11,,CDD,Débutant,,,,,Antony,92,Île-de-France,Non précisé,"Vos différentes missions seront :
Partie Commerciale
Prospection client,
Négociation et closing,
Création des bons de commande,
Rédaction de séquences de mails pour prospection automatisée,
Fidélisation du portefeuille client.
Partie Gestion Administrative
Enrichissement du CRM et mise à jour de ce dernier "
0079798,Business Analyst E-Commerce (H/F),Business Intelligence,2026-03-10,,CDI,3-5 ans,,33000.0,40000.0,36500.0,Herbiers,85,Pays de la Loire,Non précisé,"Dans le cadre du renforcement des équipes SI, nous recherchons un(e) Business Analyst / Chef de projet IT pour structurer et faire évoluer les solutions e-commerce.

----------------------------------------

MISSIONS

Rattaché(e) à la Direction des Systèmes d’Information, vous agissez comme un interface clé entre les équipes métiers et la DSI sur le périmètre commerce digital. Votre objectif : garantir la cohérence fonctionnelle et la performance des outils e-commerce au service de l’expérience "
0071537,Business Analyst IT F/H - Marketing (H/F),Business Intelligence,2026-03-10,Children Worldwide Fashion C.W.F,CDI,3-5 ans,Agent de maîtrise,,,,Herbiers,85,Pays de la Loire,Commerce de détail d'habillement en magasin spécialisé,"Descriptif du poste:
  
Au sein de l'équipe Commerce de la DSI, vous avez pour missions d'assurer l'adéquation du Système d'Informations CWF avec les objectifs stratégiques du périmètre E-commerce, en procédant à l'analyse des besoins métiers pour construire et améliorer les solutions e-Commerce.    
Dans le cadre de vos missions, vos principales responsabilités seront les suivantes :     
*  
Travailler en lien avec les utilisateurs métier pour la mise en place et le suivi de plans d'actions   "
205DGQK,Spécialiste capacité commerciale (H/F),Business Intelligence,2026-03-09,3.EUROTUNNEL SERVICES GIE,CDI,3-5 ans,Cadre,,,,Coquelles,62,Hauts-de-France,Autres activités de soutien aux entreprises n.c.a.,"Les principales missions :
- Définir le budget capacitaire (nombre de départs), ses révisions (rolling forecast) ainsi que les plans moyen et long terme à partir des - - prévisions de trafic et des contraintes opérationnelles.
- Optimiser et ajuster régulièrement les plans de capacité Fret et Passagers en fonction de l'évolution de la demande commerciale et des contraintes (travaux, disponibilité du matériel roulant, événements particuliers).
- Analyser l'impact commercial des demandes de travau"
0007861,Consultant(e) Data Gouvernance - Industrie - Toulouse (H/F),Business Intelligence,2026-03-07,,CDI,Débutant,,,,,Toulouse,31,Occitanie,Non précisé,"Nous recrutons un.e&#xa0;Consultant.e Data Gouvernance&#xa0;(Data modeler / Data Governance engineer) pour rejoindre notre Business Unit&#xa0;INDUSTRIE&#xa0;au sein de la Business Line&#xa0;Data &amp; Process Intelligence. Elle accompagne nos clients dans leurs problématiques associées à la transformation digitale. Nos offres se déclinent autour de la data intelligence &amp; de la maintenance prédictive.Vos missions :Le client, en tant que service responsable de la&#xa0;définition et la gouverna"
0020076,Développeur BI (H/F),Business Intelligence,2026-03-07,,CDI,Débutant,,,,,Rhône,69,Auvergne-Rhône-Alpes,Non précisé,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise EDF recherche actuellement des profils Contexte et Environnement
Au sein de la 'Bid Factory', cellule stratégique rattachée à la Direction Commerciale de la BU Combustible, vous participerez activement à l'optimisa"
9944806,Alternance Business Developer - Bègles (F/H) (H/F),Business Intelligence,2026-03-06,,CDD,Débutant,,,,,Bègles,33,Nouvelle-Aquitaine,Non précisé,"Inside Sales (100% sédentaire) : Gestion des demandes entrantes (appels/mails), conseil personnalisé et closing des ventes à distance.
Gestion Opérationnelle : Suivi complet du cycle client (paiements, réclamations, sinistres) pour garantir une satisfaction maximale.
Promotion de l'Offre : Mise en avant des espaces de stockage via des canaux d'acquisition ciblés.
Intrapreneuriat : Force de proposition pour optimiser les process internes et l'évolution de la marketplace."
1184119,Alternance - Ingénieur Excellence Opérationnelle (OPEX) & Data (Power BI) F/H,Power BI,2026-04-06,,CDI,Non précisé,Manœuvre,,,,Nanterre,92,Île-de-France,Non précisé,"
             La démarche d’Excellence Opérationnelle (OPEX) chez Framatome repose sur la culture du Lean Management, visant à instaurer l’amélioration continue. Chaque collaborateur est encouragé à déployer des outils et processus pour délivrer un service ou produit de qualité, tout en limitant les perturbations. Le suivi d’indicateurs de performance (KPI) permet d’analyser l’efficacité des outils et de proposer des solutions aux difficultés rencontrées.En lien avec cette démarche, Framatome ut"
1180337,Alternance - Ingénieur Excellence Opérationnelle (OPEX) & Data (Power BI) F/H,Power BI,2026-04-05,,CDI,Non précisé,Manœuvre,,,,Nanterre,92,Île-de-France,Non précisé,"
             La démarche d’Excellence Opérationnelle (OPEX) chez Framatome repose sur la culture du Lean Management, visant à instaurer l’amélioration continue. Chaque collaborateur est encouragé à déployer des outils et processus pour délivrer un service ou produit de qualité, tout en limitant les perturbations. Le suivi d’indicateurs de performance (KPI) permet d’analyser l’efficacité des outils et de proposer des solutions aux difficultés rencontrées.En lien avec cette démarche, Framatome ut"
1148170,Alternance - Ingénieur Excellence Opérationnelle (OPEX) & Data (Power BI) F/H,Power BI,2026-04-04,,CDI,Non précisé,Manœuvre,,,,Nanterre,92,Île-de-France,Non précisé,"
             La démarche d’Excellence Opérationnelle (OPEX) chez Framatome repose sur la culture du Lean Management, visant à instaurer l’amélioration continue. Chaque collaborateur est encouragé à déployer des outils et processus pour délivrer un service ou produit de qualité, tout en limitant les perturbations. Le suivi d’indicateurs de performance (KPI) permet d’analyser l’efficacité des outils et de proposer des solutions aux difficultés rencontrées.En lien avec cette démarche, Framatome ut"
1092735,Assistant projet power bi h/f,Power BI,2026-04-03,,CDI,Débutant,,,,,Nanterre,92,Île-de-France,Non précisé,<p>Amaris Group est une société de Conseil en Ingénierie spécialisée en Management de projet et Suivi de fabrication/montage. Notre équipe est constituée de consultants dont l&rsquo;expertise et les compétences répondent aux besoins d&rsquo;assistance sur les projets de nos clients en France et à l&rsquo;international depuis 1999.<br>&nbsp;</p><p>Pourquoi rejoindre Amaris Group ?</p><p>Pour rallier une « famille » organisée autour de la proximité entre les consultants et leurs managers. Nous acc
1073836,Alternance Data Analyst Power BI F/H - ACTIALE,Power BI,2026-04-02,ACTIALE,CDD,Débutant,,,,,Non précisé,22,Bretagne,Études de marché et sondages,"A partir de Septembre 2026, Actiale recherche un(e) alternant(e) Data Analyst Power BI pour intégrer notre service support & innovation.


 
Vous souhaitez mettre en application la théorie acquise pendant votre formation ?
 
Vous aimez être l’homme/la femme de toutes les situations ?
 
Vous êtes prêt(e) à devenir un des super héros ACTIALE ?
 
 
 
Alors laissez parler votre talent et rejoignez-nous !
 
- Quand : A compter du mois de Septembre 2026 
- Poste à pourvoir du lundi au vendredi 
- De 9"
1055988,ARCHITECTE DATA / POWER BI & AZURE (H/F),Power BI,2026-04-02,,Freelance,3-5 ans,,,,,Massy,91,Île-de-France,Non précisé,"PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux. 

PROPULSE IT est un réseau de consultants à forte valeur ajoutée, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients.
A ce jour, le réseau de freelance PROPULSE IT comporte plus de 18000 consultants sur toute la France, et couvre l'ensemble des besoins IT et digitaux.
En constituant ce réseau par cooptation de clients ou de consultants, nous avons "
206GHMG,Contrôleur de gestion (H/F),Power BI,2026-03-31,NCL,CDI,1-2 ans,Cadre,,,,Aubervilliers,93,Île-de-France,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,"Rattaché(e) à la Direction, vous piloterez l'ensemble du contrôle de gestion et contribuerez à l'optimisation de la performance financière de l'entreprise :

- Facturation client
- Suivi du recouvrement
- Pilotage et automatisation des reportings financiers hebdomadaires et mensuels (Excel, outils BI)
- Intégration de l'intelligence artificielle dans les processus de contrôle de gestion pour optimiser l'analyse des données et la détection d'anomalies
- Contrôles comptables approfondis : vérifica"
206CVLZ,Data Analyst Power BI (H/F),Power BI,2026-03-27,SEGMENT ELITE,CDI,3-5 ans,Employé qualifié,45000.0,65000.0,55000.0,Paris,75,Île-de-France,Conseil en systèmes et logiciels informatiques,"Nouvelle Opportunité - Data Analyst Power BI
Localisation: checy
Date de début: ASAP

Description du Projet:
Concevoir, développer et maintenir des tableaux de bord Power BI à destination de la Direction Générale. Accompagner les métiers dans la transformation de leurs usages historiques vers une logique Power BI. Mettre en production et assurer le RUN.
Compétences Requises:
Power BI

Environnement Techniques: 
Power BI, Excel, SAS
Expérience: 5"
206CFMR,Consultant.e Power BI (H/F),Power BI,2026-03-27,HORISIS CONSEIL,CDI,Débutant,Cadre,,,,Paris,75,Île-de-France,Conseil pour les affaires et autres conseils de gestion,"En tant que Consultant.e Power BI F/H, vous serez amené.e à intervenir dans les domaines suivants, en fonction des besoins spécifiques du client :

Créer des rapports et tableaux de bord interactifs Power BI
Préparer, nettoyer et transformer les données
Modéliser et optimiser des modèles de données avancés conformément aux bonnes pratiques BI
Concevoir des mesures, colonnes calculées et tables calculées répondant aux besoins métiers
Exploiter des sources de données multiples
Contribuer à la rece"
206BQSM,Chargé(e) de missions (H/F),Power BI,2026-03-26,,CDI,3-5 ans,Technicien,30600.0,34200.0,32400.0,Marseille,13,PACA,Formation continue d'adultes,"Transitions Pro PACA (ex Fongecif PACA) est une association Loi 1901 qui bénéficie d'un agrément du Ministère du Travail notamment pour gérer avec performance le dispositif « Projet de Transition Professionnelle (PTP) », issu de la loi du 5 Septembre 2018 pour la liberté de choisir son avenir professionnel.
Sous certaines conditions, les salariés bénéficient d'un droit à congé pour changer de métier, et peuvent obtenir la prise en charge par Transitions Pro du coût de leur formation et du mainti"
206BQRS,Chargé(e) d'études et analyses (H/F),Power BI,2026-03-26,,CDI,1-2 ans,Technicien,30600.0,34200.0,32400.0,Marseille,13,PACA,Formation continue d'adultes,"Transitions Pro PACA (ex Fongecif PACA) est une association Loi 1901 qui bénéficie d'un agrément du Ministère du Travail notamment pour gérer avec performance le dispositif « Projet de Transition Professionnelle (PTP) », issu de la loi du 5 Septembre 2018 pour la liberté de choisir son avenir professionnel.
Sous certaines conditions, les salariés bénéficient d'un droit à congé pour changer de métier, et peuvent obtenir la prise en charge par Transitions Pro du coût de leur formation et du mainti"
205ZKQJ,Consultant(e) - Formateur(trice) Power BI  & Python H/F (H/F),Power BI,2026-03-25,BLUE PERSPECTIVE,CDI,1-2 ans,Cadre,40000.0,50000.0,45000.0,Paris,75,Île-de-France,Activités des agences de placement de main-d'œuvre,"MYPE est la société de référence en France sur la formation Microsoft Power BI. Créée il y a 8 ans, nous sommes une équipe de 10 personnes passionnées par la data et la pédagogie. Power BI représente 90 % de notre activité, et nous développons depuis 2023 une offre Python en forte croissance (10 % du CA).

Nous recrutons un(e) formateur(trice) confirmé(e) pour renforcer notre équipe pédagogique et accompagner notre développement.

Vous interviendrez principalement en formation Power BI (et progr"
0696857,Alternance - Ingénieur Excellence Opérationnelle (OPEX) & Data (Power BI) F/H,Power BI,2026-03-25,,CDI,Non précisé,Manœuvre,,,,Nanterre,92,Île-de-France,Non précisé,"
             La démarche d’Excellence Opérationnelle (OPEX) chez Framatome repose sur la culture du Lean Management, visant à instaurer l’amélioration continue. Chaque collaborateur est encouragé à déployer des outils et processus pour délivrer un service ou produit de qualité, tout en limitant les perturbations. Le suivi d’indicateurs de performance (KPI) permet d’analyser l’efficacité des outils et de proposer des solutions aux difficultés rencontrées.En lien avec cette démarche, Framatome ut"
0629013,Alternance - Ingénieur Excellence Opérationnelle (OPEX) & Data (Power BI) F/H,Power BI,2026-03-24,,CDI,Non précisé,Manœuvre,,,,Nanterre,92,Île-de-France,Non précisé,"
             La démarche d’Excellence Opérationnelle (OPEX) chez Framatome repose sur la culture du Lean Management, visant à instaurer l’amélioration continue. Chaque collaborateur est encouragé à déployer des outils et processus pour délivrer un service ou produit de qualité, tout en limitant les perturbations. Le suivi d’indicateurs de performance (KPI) permet d’analyser l’efficacité des outils et de proposer des solutions aux difficultés rencontrées.En lien avec cette démarche, Framatome ut"
205WXXN,Data analyst (H/F),Power BI,2026-03-24,ATC FRANCE,CDI,1-2 ans,Cadre,42000.0,54000.0,48000.0,Bagneux,92,Île-de-France,Télécommunications sans fil,"Missions principales :
1. Géomarketing et études de marché:
- Analyser les données géographiques pour identifier les tendances et opportunités de marché
- Fournir des recommandations basées sur l'analyse des données géospatiales
2. Création de reporting :
- Concevoir et automatiser des rapports réguliers pour suivre les performances clés de l'entreprise
- Utiliser des outils de visualisation de données pour présenter les résultats de manière claire et concise
- Collaborer avec les équipes intern"
0610930,Alternance - Ingénieur Excellence Opérationnelle (OPEX) & Data (Power BI) F/H,Power BI,2026-03-23,,CDI,Non précisé,Manœuvre,,,,Nanterre,92,Île-de-France,Non précisé,"
             La démarche d’Excellence Opérationnelle (OPEX) chez Framatome repose sur la culture du Lean Management, visant à instaurer l’amélioration continue. Chaque collaborateur est encouragé à déployer des outils et processus pour délivrer un service ou produit de qualité, tout en limitant les perturbations. Le suivi d’indicateurs de performance (KPI) permet d’analyser l’efficacité des outils et de proposer des solutions aux difficultés rencontrées.En lien avec cette démarche, Framatome ut"
205TWCT,Data Analyst Tableau Power BI (H/F),Power BI,2026-03-22,CIORANE,CDI,3-5 ans,Agent de maîtrise,40000.0,50000.0,45000.0,La Garenne-Colombes,92,Île-de-France,Conseil en systèmes et logiciels informatiques,"Nous recherchons un Data Analyst confirmé pour intervenir sur un projet stratégique de migration de solutions décisionnelles au sein d'un grand compte du secteur de l'énergie.

Au sein d'une équipe data, vous participerez à la migration et à la refonte de tableaux de bord existants vers un nouvel environnement BI.

Vos missions :

- Analyse des dashboards existants
- Migration de rapports Tableau vers Power BI
- Optimisation et fiabilisation des données
- Création et évolution de tableaux de bor"
0607556,Alternance - Ingénieur Excellence Opérationnelle (OPEX) & Data (Power BI) F/H,Power BI,2026-03-22,,CDI,Non précisé,Manœuvre,,,,Nanterre,92,Île-de-France,Non précisé,"
             La démarche d’Excellence Opérationnelle (OPEX) chez Framatome repose sur la culture du Lean Management, visant à instaurer l’amélioration continue. Chaque collaborateur est encouragé à déployer des outils et processus pour délivrer un service ou produit de qualité, tout en limitant les perturbations. Le suivi d’indicateurs de performance (KPI) permet d’analyser l’efficacité des outils et de proposer des solutions aux difficultés rencontrées.En lien avec cette démarche, Framatome ut"
0543870,Alternance - Ingénieur Excellence Opérationnelle (OPEX) & Data (Power BI) F/H,Power BI,2026-03-21,,CDI,Non précisé,Manœuvre,,,,Nanterre,92,Île-de-France,Non précisé,"
             La démarche d’Excellence Opérationnelle (OPEX) chez Framatome repose sur la culture du Lean Management, visant à instaurer l’amélioration continue. Chaque collaborateur est encouragé à déployer des outils et processus pour délivrer un service ou produit de qualité, tout en limitant les perturbations. Le suivi d’indicateurs de performance (KPI) permet d’analyser l’efficacité des outils et de proposer des solutions aux difficultés rencontrées.En lien avec cette démarche, Framatome ut"
0505965,Alternance - Ingénieur Excellence Opérationnelle (OPEX) & Data (Power BI) F/H,Power BI,2026-03-20,,CDI,Non précisé,Manœuvre,,,,Nanterre,92,Île-de-France,Non précisé,"
             La démarche d’Excellence Opérationnelle (OPEX) chez Framatome repose sur la culture du Lean Management, visant à instaurer l’amélioration continue. Chaque collaborateur est encouragé à déployer des outils et processus pour délivrer un service ou produit de qualité, tout en limitant les perturbations. Le suivi d’indicateurs de performance (KPI) permet d’analyser l’efficacité des outils et de proposer des solutions aux difficultés rencontrées.En lien avec cette démarche, Framatome ut"
205PTRK,Business Data Analyst / Data Product Analyst - Power BI (H/F),Power BI,2026-03-18,,CDI,3-5 ans,Cadre,40000.0,48000.0,44000.0,Paris,75,Île-de-France,Conseil en systèmes et logiciels informatiques,"Qui sommes-nous ? 

Winside Technology est une ESN créée en 2020. Fruit de la collaboration entre trois associés partageant des valeurs humaines communes, Winside place au cœur de son identité la bonne ambiance au travail, alliée aux résultats !

Actuellement implantée à Paris, Lille, Bordeaux et au Maroc, nous gagnons du terrain pour être au plus proche de nos clients.

Et aujourd'hui, c'est à Lyon que l'aventure continue avec l'ouverture d'une toute nouvelle agence qui s'appuie sur un modèle é"
0427803,Consultant Power BI Confirmé (Toulouse) F/H h/f,Power BI,2026-03-18,,CDI,Non précisé,,,,,Toulouse,31,Occitanie,Non précisé,"Rejoignez VISEO et découvrez un monde de possibilités où nous mettons l'Humain, le Collectif et le Challenge au cœur de tout ce que nous faisons.Qui êtes-vous ?Si pour vous être Consultant Power BI confirmé c'est :Avoir une forte appétence sur les problématiques et principes de modélisationEtre capable de déployer et gérer un contenu dans Power BI service (Rapport, DataSet).Maitriser le langage DAX et les outils de l'éco système Power BI (Tabular Editor, DAX Studio).Avoir une bonne connaissance "
0407734,Data Analyst Power BI / Pilotage de la performance Cyber - Toulouse (H/F),Power BI,2026-03-18,,CDI,Non précisé,Technicien,,,,Toulouse,31,Occitanie,Non précisé,"
            Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et"
0407321,Alternance - Développeur(se) / Data analyst Power BI F/H,Power BI,2026-03-18,,CDI,Non précisé,Manœuvre,,,,Valence,26,Auvergne-Rhône-Alpes,Non précisé,"
            Le site de Romans sur Isère (26100) est un des premiers employeurs industriels du bassin Romanais avec plus de 1100 collaborateurs et 84 alternant(e)s, qui s’épanouissent chaque jour dans les métiers du futur. Le site de Romans sur Isère regroupe trois activités :La fabrication d'assemblages combustibles pour les réacteurs de production d'électricité ;La fabrication d'éléments combustibles pour les réacteurs de recherche ;Et la réalisation de composants mécaniques. Afin de nous aide"
0406932,STAGE - Data Analyste / Power BI ( 4 semaines ) F/H,Power BI,2026-03-18,,CDI,Non précisé,Manœuvre,,,,Bobigny,93,Île-de-France,Non précisé,"
            Cette année, faites partie des 5000 stagiaires à rejoindre le groupe EDF !Et pourquoi pas la Direction Optimisation Amont/Aval & Trading (DOAAT) ?  Vous rejoindrez la DOAAT, la direction responsable de l'équilibre entre l'offre et la demande d'électricité chez EDF. Au sein de cette direction, vous serez intégré/intégrée à SoDATA, une entité composée de 40 spécialistes de la donnée. Cette immersion vous offrira une vue d'ensemble de la diversité des métiers au sein du groupe EDF. Dan"
205PWZZ,Responsable supply chain (H/F),Power BI,2026-03-18,,CDI,3-5 ans,Cadre,57000.0,67000.0,62000.0,Paris,75,Île-de-France,Restauration de type rapide,"Chez PRET, nous faisons bien plus que préparer des recettes fraîches chaque jour. Nous créons une expérience, pour nos clients comme pour nos équipes. La Supply Chain joue un rôle clé dans cette promesse. Grâce à vous, nos restaurants sont approvisionnés au bon moment, avec les bons produits et dans le respect de nos standards de qualité. Vous pilotez les flux de bout en bout, managez une équipe engagée de deux personnes et collaborez avec fournisseurs, franchisés et équipes internes.

Sous la s"
205PFXM,Développeur Databricks Confirmé F/H ,Power BI,2026-03-17,,CDI,3-5 ans,Cadre,,,,Lyon,69,Auvergne-Rhône-Alpes,Conseil en systèmes et logiciels informatiques,"Dans le cadre de la mise en place d'un nouvel environnement Data sur la plateforme Databricks pour un grand acteur du secteur de l'énergie, nous recherchons un Développeur Databricks confirmé pour intervenir sur la construction et l'optimisation d'une plateforme de traitement de données à grande échelle.

Vos missions

Participer à la mise en place et à la structuration d'un nouvel environnement Databricks.

Concevoir et optimiser les flux de données entrants.

Travailler sur la gestion et l'ing"
0229947,DATA ANALYST POWER BI CONFIRMÉ (F/H) (H/F),Power BI,2026-03-13,,Intérim,Débutant,,,,,Orléans,45,Centre-Val de Loire,Activités des agences de placement de main-d'œuvre,"descriptif du posteRattaché à la direction, vous êtes recruté pour accompagner les directions métiers dans le pilotage des indicateurs stratégiques.Vous concevez, développez et déployez des tableaux de bord Power BI complexes et performants.Vous structurez les modèles de données pour répondre aux besoins de reporting et de self-service.Vous assurez le ""RUN"" et garantissez la fiabilité, la disponibilité et l'évolution des dashboards en production.Ce poste,"
0185239,Tech Lead - Power BI (Toulouse) F/H h/f,Power BI,2026-03-12,,CDI,Non précisé,,,,,Toulouse,31,Occitanie,Non précisé,"RejoignezVISEOet découvrez un monde de possibilités où nous mettonsl'Humain, leCollectifet leChallengeau cœur de tout ce que nous faisons.Qui êtes-vous?Si pour vous être Tech Lead Power BI c'est :Avoir une expérience significative dans la mise en place de la solution Power BI ;Être familiarisé avec les technologies de Visualisation &amp; Data Analytics ;Avoir une bonne expertise sur l'environnement Cloud Azure (Azure Data Factory) ;Imprimer votre vision au sein d'une communauté Power BI dynamiqu"
205HDZX,Formateur / Formatrice Power BI (H/F),Power BI,2026-03-11,MORPHEUS FORMATION,CDI,1-2 ans,Employé qualifié,24000.0,30000.0,27000.0,Metz,57,Grand Est,Formation continue d'adultes,"Description du poste :

Le formateur Power BI est sous la responsabilité du référent Pédagogique et du référent Qualité de l'organisme de formation. Il est chargé de la formation des apprenants de Morpheus Formation dans les domaines suivants :
- Power BI
- Power Query
- Power Pivot

Missions principales :

- Animer les sessions de formation en se référant au programme, au déroulé pédagogique, au test de positionnement et à l'analyse des besoins
- Respecter la charte Qualité et le guide de fonct"
